,Estado,Sembrada_ha,Cosechada_ha,Año,Mes
717,Puebla,115,115.0,2011,9
718,Veracruz,154,154.0,2011,9
719,Total,19562,13755.0,2011,9
720,Baja california,10751,7889.0,2011,12
721,Chiapas,45,45.0,2011,12
722,Michoacan,804,697.0,2011,12
723,Nuevo leon,6850,4200.0,2011,12
724,Oaxaca,655,655.0,2011,12
725,Puebla,115,115.0,2011,12
726,Veracruz,154,154.0,2011,12
727,Total,19562,13755.0,2011,12
728,Michoacan,631,125.0,2012,3
729,Puebla,128,20.0,2012,3
730,Total,22489,145.0,2012,3
731,Chiapas,37,37.0,2012,4
732,Michoacan,631,287.0,2012,4
733,Nuevo leon,8521,3446.0,2012,4
734,Oaxaca,680,125.0,2012,4
735,Puebla,128,20.0,2012,4
736,Veracruz,154,54.0,2012,4
737,Total,22489,3969.0,2012,4
738,Chiapas,37,37.0,2012,5
739,Chihuahua,202,119.0,2012,5
740,Michoacan,631,513.0,2012,5
741,Nuevo leon,8521,6223.0,2012,5
742,Oaxaca,680,595.0,2012,5
743,Puebla,128,41.0,2012,5
744,Sinaloa,862,55.0,2012,5
745,Veracruz,154,90.0,2012,5
746,Total,22489,7673.0,2012,5
747,Chiapas,37,37.0,2012,6
748,Chihuahua,202,119.0,2012,6
749,Mexico,25,25.0,2012,6
750,Michoacan,631,615.0,2012,6
751,Nuevo leon,8521,6223.0,2012,6
752,Oaxaca,680,680.0,2012,6
753,Puebla,128,41.0,2012,6
754,Sinaloa,2054,862.0,2012,6
755,Veracruz,154,100.0,2012,6
756,Total,23680,8702.0,2012,6
757,Baja california,11245,1795.0,2012,7
758,Chiapas,37,37.0,2012,7
759,Chihuahua,202,119.0,2012,7
760,Mexico,25,25.0,2012,7
761,Michoacan,631,626.0,2012,7
762,Nuevo leon,8521,6223.0,2012,7
763,Oaxaca,680,680.0,2012,7
764,Puebla,128,66.0,2012,7
765,Sinaloa,2090,862.0,2012,7
766,Veracruz,154,124.0,2012,7
767,Total,23717,10557.0,2012,7
768,Baja california,11245,5620.0,2012,8
769,Chiapas,37,37.0,2012,8
770,Chihuahua,202,119.0,2012,8
771,Mexico,25,25.0,2012,8
772,Michoacan,631,631.0,2012,8
773,Nuevo leon,8521,6398.0,2012,8
774,Oaxaca,680,680.0,2012,8
775,Puebla,128,66.0,2012,8
776,Sinaloa,1440,212.0,2012,8
777,Veracruz,154,154.0,2012,8
778,Total,23067,13942.0,2012,8
779,Baja california,11245,5873.0,2012,9
780,Chiapas,37,37.0,2012,9
781,Chihuahua,202,119.0,2012,9
782,Mexico,25,25.0,2012,9
783,Michoacan,631,631.0,2012,9
784,Nuevo leon,8521,6398.0,2012,9
785,Oaxaca,680,680.0,2012,9
786,Puebla,128,128.0,2012,9
787,Sinaloa,1440,212.0,2012,9
788,Veracruz,154,154.0,2012,9
789,Total,23067,14258.0,2012,9
790,Baja california,11245,5873.0,2012,12
791,Chiapas,37,37.0,2012,12
792,Chihuahua,202,119.0,2012,12
793,Mexico,25,25.0,2012,12
794,Michoacan,631,631.0,2012,12
795,Nuevo leon,8521,6398.0,2012,12
796,Oaxaca,680,680.0,2012,12
797,Puebla,128,128.0,2012,12
798,Sinaloa,1440,212.0,2012,12
799,Veracruz,154,154.0,2012,12
800,Total,23067,14258.0,2012,12
801,Chihuahua,207,196.0,2013,4
802,Durango,176,26.0,2013,4
803,Michoacan,632,130.0,2013,4
804,Nuevo leon,14936,6050.0,2013,4
805,Oaxaca,691,481.0,2013,4
806,Tamaulipas,1200,1200.0,2013,4
807,Total,27734,8083.0,2013,4
808,Region lagunera,176,26.0,2013,4
809,Chiapas,31,31.0,2013,5
810,Chihuahua,207,207.0,2013,5
811,Durango,176,26.0,2013,5
812,Michoacan,632,487.0,2013,5
813,Nuevo leon,14936,12190.0,2013,5
814,Oaxaca,691,606.0,2013,5
815,Puebla,137,45.0,2013,5
816,Tamaulipas,1200,1200.0,2013,5
817,Total,27734,14792.0,2013,5
818,Region lagunera,176,26.0,2013,5
819,Chiapas,31,31.0,2013,6
820,Chihuahua,207,207.0,2013,6
821,Durango,176,26.0,2013,6
822,Michoacan,632,579.0,2013,6
823,Nuevo leon,14936,12190.0,2013,6
824,Oaxaca,691,691.0,2013,6
825,Puebla,137,65.0,2013,6
826,Sonora,15,15.0,2013,6
827,Tamaulipas,1200,1200.0,2013,6
828,Total,27749,15004.0,2013,6
829,Region lagunera,176,26.0,2013,6
830,Baja california,10018,3420.0,2013,7
831,Chiapas,31,31.0,2013,7
832,Chihuahua,207,207.0,2013,7
833,Durango,176,26.0,2013,7
834,Michoacan,632,582.0,2013,7
835,Nuevo leon,14936,12405.0,2013,7
836,Oaxaca,691,691.0,2013,7
837,Puebla,137,65.0,2013,7
838,Sonora,15,15.0,2013,7
839,Tamaulipas,1200,1200.0,2013,7
840,Veracruz,68,36.0,2013,7
841,Total,28229,18678.0,2013,7
842,Region lagunera,176,26.0,2013,7
843,Baja california,10018,3420.0,2013,8
844,Chiapas,31,31.0,2013,8
845,Chihuahua,207,207.0,2013,8
846,Durango,176,26.0,2013,8
847,Michoacan,632,586.0,2013,8
848,Nuevo leon,14936,12456.0,2013,8
849,Oaxaca,691,691.0,2013,8
850,Puebla,137,65.0,2013,8
851,Sonora,15,15.0,2013,8
852,Tamaulipas,1200,1200.0,2013,8
853,Veracruz,68,60.0,2013,8
854,Total,28229,18757.0,2013,8
855,Region lagunera,176,26.0,2013,8
856,Baja california,7033,3716.0,2013,9
857,Chiapas,31,31.0,2013,9
858,Chihuahua,207,207.0,2013,9
859,Durango,176,26.0,2013,9
860,Michoacan,632,586.0,2013,9
861,Nuevo leon,14936,12456.0,2013,9
862,Oaxaca,691,691.0,2013,9
863,Puebla,137,129.0,2013,9
864,Sonora,15,15.0,2013,9
865,Tamaulipas,1200,1200.0,2013,9
866,Veracruz,68,68.0,2013,9
867,Total,25244,19125.0,2013,9
868,Region lagunera,176,26.0,2013,9
869,Baja california,7033,3716.0,2013,12
870,Chiapas,31,31.0,2013,12
871,Chihuahua,207,207.0,2013,12
872,Durango,176,26.0,2013,12
873,Michoacan,632,586.0,2013,12
874,Nuevo leon,14936,12456.0,2013,12
875,Oaxaca,691,691.0,2013,12
876,Puebla,137,129.0,2013,12
877,Sonora,15,15.0,2013,12
878,Tamaulipas,1200,1200.0,2013,12
879,Veracruz,68,68.0,2013,12
880,Total,25244,19125.0,2013,12
881,Region lagunera,176,26.0,2013,12
882,Oaxaca,667,50.0,2014,3
883,Puebla,137,25.0,2014,3
884,Total,19922,75.0,2014,3
885,Chiapas,27,14.0,2014,4
886,Chihuahua,273,119.0,2014,4
887,Michoacan,3777,73.0,2014,4
888,Nuevo leon,11007,2797.0,2014,4
889,Oaxaca,667,547.0,2014,4
890,Puebla,137,65.0,2014,4
891,San luis potosi,10,10.0,2014,4
892,Tamaulipas,845,620.0,2014,4
893,Total,19944,4245.0,2014,4
894,Chiapas,27,27.0,2014,5
895,Chihuahua,273,273.0,2014,5
896,Michoacan,3777,440.0,2014,5
897,Nuevo leon,11007,10589.0,2014,5
898,Oaxaca,667,667.0,2014,5
899,Puebla,137,129.0,2014,5
900,San luis potosi,10,10.0,2014,5
901,Tamaulipas,845,620.0,2014,5
902,Total,19944,12755.0,2014,5
903,Coahuila,142,142.0,2014,6
904,Chiapas,27,27.0,2014,6
905,Chihuahua,273,273.0,2014,6
906,Durango,124,124.0,2014,6
907,Michoacan,3777,540.0,2014,6
908,Nuevo leon,11007,10667.0,2014,6
909,Oaxaca,667,667.0,2014,6
910,Puebla,139,129.0,2014,6
911,San luis potosi,10,10.0,2014,6
912,Tamaulipas,845,665.0,2014,6
913,Veracruz,125,39.0,2014,6
914,Total,19946,13282.0,2014,6
915,Region lagunera,124,124.0,2014,6
916,Baja california,2811,5.0,2014,7
917,Coahuila,142,142.0,2014,7
918,Chiapas,27,27.0,2014,7
919,Chihuahua,273,273.0,2014,7
920,Durango,124,124.0,2014,7
921,Michoacan,3777,3772.0,2014,7
922,Nuevo leon,11007,10887.0,2014,7
923,Oaxaca,667,667.0,2014,7
924,Puebla,139,129.0,2014,7
925,San luis potosi,10,10.0,2014,7
926,Tamaulipas,845,665.0,2014,7
927,Veracruz,125,85.0,2014,7
928,Total,19946,16785.0,2014,7
929,Region lagunera,124,124.0,2014,7
930,Baja california,2811,5.0,2014,8
931,Coahuila,142,142.0,2014,8
932,Chiapas,27,27.0,2014,8
933,Chihuahua,273,273.0,2014,8
934,Durango,124,124.0,2014,8
935,Michoacan,3777,3777.0,2014,8
936,Nuevo leon,11007,10887.0,2014,8
937,Oaxaca,667,667.0,2014,8
938,Puebla,139,131.0,2014,8
939,San luis potosi,10,10.0,2014,8
940,Tamaulipas,845,665.0,2014,8
941,Veracruz,125,125.0,2014,8
942,Total,19946,16832.0,2014,8
943,Region lagunera,124,124.0,2014,8
944,Baja california,2811,5.0,2014,9
945,Coahuila,142,142.0,2014,9
946,Chiapas,27,27.0,2014,9
947,Chihuahua,273,273.0,2014,9
948,Durango,124,124.0,2014,9
949,Michoacan,3777,3777.0,2014,9
950,Nuevo leon,11007,10887.0,2014,9
951,Oaxaca,667,667.0,2014,9
952,Puebla,139,139.0,2014,9
953,San luis potosi,10,10.0,2014,9
954,Tamaulipas,845,665.0,2014,9
955,Veracruz,125,125.0,2014,9
956,Total,19946,16840.0,2014,9
957,Region lagunera,124,124.0,2014,9
958,Baja california,2811,5.0,2014,12
959,Coahuila,142,142.0,2014,12
960,Chiapas,27,27.0,2014,12
961,Chihuahua,273,273.0,2014,12
962,Durango,124,124.0,2014,12
963,Michoacan,3777,3777.0,2014,12
964,Nuevo leon,11007,10887.0,2014,12
965,Oaxaca,667,667.0,2014,12
966,Puebla,139,139.0,2014,12
967,San luis potosi,10,10.0,2014,12
968,Tamaulipas,845,665.0,2014,12
969,Veracruz,125,125.0,2014,12
970,Total,19946,16840.0,2014,12
971,Region lagunera,124,124.0,2014,12
972,Durango,478,22.0,2015,3
973,Oaxaca,645,266.0,2015,3
974,Total,35413,288.0,2015,3
975,Region lagunera,478,22.0,2015,3
976,Durango,478,468.0,2015,4
977,Michoacan,1035,80.0,2015,4
978,Nuevo leon,16653,4470.0,2015,4
979,Oaxaca,645,520.0,2015,4
980,Puebla,137,111.0,2015,4
981,Tamaulipas,9222,2460.0,2015,4
982,Veracruz,62,18.0,2015,4
983,Total,35413,8127.0,2015,4
984,Region lagunera,478,468.0,2015,4
985,Chiapas,28,28.0,2015,5
986,Chihuahua,168,168.0,2015,5
987,Durango,478,478.0,2015,5
988,Michoacan,1035,940.0,2015,5
989,Nuevo leon,16653,14837.0,2015,5
990,Oaxaca,645,645.0,2015,5
991,Puebla,137,111.0,2015,5
992,San luis potosi,3,3.0,2015,5
993,Tamaulipas,9192,3380.0,2015,5
994,Veracruz,62,46.0,2015,5
995,Total,35383,20636.0,2015,5
996,Region lagunera,478,478.0,2015,5
997,Coahuila,312,156.0,2015,6
998,Chiapas,28,28.0,2015,6
999,Chihuahua,168,168.0,2015,6
1000,Durango,478,478.0,2015,6
1001,Michoacan,1035,1022.0,2015,6
1002,Nuevo leon,16653,15023.0,2015,6
1003,Oaxaca,645,645.0,2015,6
1004,Puebla,137,111.0,2015,6
1005,San luis potosi,3,3.0,2015,6
1006,Tamaulipas,9192,3592.0,2015,6
1007,Veracruz,62,49.0,2015,6
1008,Total,35383,21274.0,2015,6
1009,Region lagunera,478,478.0,2015,6
1010,Coahuila,312,312.0,2015,7
1011,Chiapas,28,28.0,2015,7
1012,Chihuahua,168,168.0,2015,7
1013,Durango,478,478.0,2015,7
1014,Michoacan,1035,1028.0,2015,7
1015,Nuevo leon,16653,15236.0,2015,7
1016,Oaxaca,645,645.0,2015,7
1017,Puebla,137,111.0,2015,7
1018,San luis potosi,3,3.0,2015,7
1019,Tamaulipas,9192,3592.0,2015,7
1020,Veracruz,62,54.0,2015,7
1021,Total,35383,21655.0,2015,7
1022,Region lagunera,478,478.0,2015,7
1023,Coahuila,312,312.0,2015,8
1024,Chiapas,28,28.0,2015,8
1025,Chihuahua,168,168.0,2015,8
1026,Durango,478,478.0,2015,8
1027,Michoacan,1035,1035.0,2015,8
1028,Nuevo leon,16653,15311.0,2015,8
1029,Oaxaca,645,645.0,2015,8
1030,Puebla,137,111.0,2015,8
1031,San luis potosi,3,3.0,2015,8
1032,Tamaulipas,9192,3592.0,2015,8
1033,Veracruz,62,54.0,2015,8
1034,Total,35363,21737.0,2015,8
1035,Region lagunera,478,478.0,2015,8
1036,Baja california,6650,238.0,2015,9
1037,Coahuila,312,312.0,2015,9
1038,Chiapas,28,28.0,2015,9
1039,Chihuahua,168,168.0,2015,9
1040,Durango,478,478.0,2015,9
1041,Michoacan,1035,1035.0,2015,9
1042,Nuevo leon,16653,15311.0,2015,9
1043,Oaxaca,645,645.0,2015,9
1044,Puebla,137,111.0,2015,9
1045,San luis potosi,3,3.0,2015,9
1046,Tamaulipas,9192,3592.0,2015,9
1047,Veracruz,62,62.0,2015,9
1048,Total,35363,21983.0,2015,9
1049,Region lagunera,478,478.0,2015,9
1050,Baja california,6650,238.0,2015,12
1051,Coahuila,312,312.0,2015,12
1052,Chiapas,28,28.0,2015,12
1053,Chihuahua,168,168.0,2015,12
1054,Durango,478,478.0,2015,12
1055,Michoacan,1035,1035.0,2015,12
1056,Nuevo leon,16653,15311.0,2015,12
1057,Oaxaca,645,645.0,2015,12
1058,Puebla,137,111.0,2015,12
1059,San luis potosi,3,3.0,2015,12
1060,Tamaulipas,9192,3592.0,2015,12
1061,Veracruz,62,62.0,2015,12
1062,Total,35363,21983.0,2015,12
1063,Region lagunera,478,478.0,2015,12
1064,Durango,235,24.0,2016,3
1065,Nuevo leon,19415,100.0,2016,3
1066,Oaxaca,685,315.0,2016,3
1067,Total,29721,439.0,2016,3
1068,Region lagunera,235,24.0,2016,3
1069,Durango,235,116.0,2016,4
1070,Nuevo leon,19415,9476.0,2016,4
1071,Oaxaca,685,561.0,2016,4
1072,Puebla,112,52.0,2016,4
1073,Tamaulipas,2253,2253.0,2016,4
1074,Veracruz,73,19.0,2016,4
1075,Total,29721,12477.0,2016,4
1076,Region lagunera,235,116.0,2016,4
1077,Chiapas,22,22.0,2016,5
1078,Chihuahua,90,90.0,2016,5
1079,Durango,235,120.0,2016,5
1080,Michoacan,947,481.0,2016,5
1081,Nuevo leon,19415,14170.0,2016,5
1082,Oaxaca,685,685.0,2016,5
1083,Puebla,112,112.0,2016,5
1084,San luis potosi,1,1.0,2016,5
1085,Tamaulipas,2253,2253.0,2016,5
1086,Veracruz,73,25.0,2016,5
1087,Total,29721,17960.0,2016,5
1088,Region lagunera,235,120.0,2016,5
1089,Coahuila,308,20.0,2016,6
1090,Chiapas,22,22.0,2016,6
1091,Chihuahua,90,90.0,2016,6
1092,Durango,235,214.0,2016,6
1093,Michoacan,947,932.0,2016,6
1094,Nuevo leon,19415,17688.0,2016,6
1095,Oaxaca,685,685.0,2016,6
1096,Puebla,112,112.0,2016,6
1097,San luis potosi,1,1.0,2016,6
1098,Tamaulipas,2253,2253.0,2016,6
1099,Veracruz,73,50.0,2016,6
1100,Total,29721,22068.0,2016,6
1101,Region lagunera,235,214.0,2016,6
1102,Baja california,5579,1703.0,2016,7
1103,Coahuila,308,308.0,2016,7
1104,Chiapas,22,22.0,2016,7
1105,Chihuahua,90,90.0,2016,7
1106,Durango,235,214.0,2016,7
1107,Michoacan,947,944.0,2016,7
1108,Nuevo leon,19415,17933.0,2016,7
1109,Oaxaca,685,685.0,2016,7
1110,Puebla,112,112.0,2016,7
1111,San luis potosi,1,1.0,2016,7
1112,Tamaulipas,2253,2253.0,2016,7
1113,Veracruz,73,65.0,2016,7
1114,Total,29721,24330.0,2016,7
1115,Region lagunera,235,214.0,2016,7
1116,Baja california,5579,3904.0,2016,8
1117,Coahuila,308,308.0,2016,8
1118,Chiapas,22,22.0,2016,8
1119,Chihuahua,90,90.0,2016,8
1120,Durango,235,214.0,2016,8
1121,Michoacan,947,947.0,2016,8
1122,Nuevo leon,19415,17933.0,2016,8
1123,Oaxaca,685,685.0,2016,8
1124,Puebla,112,112.0,2016,8
1125,San luis potosi,1,1.0,2016,8
1126,Tamaulipas,2253,2253.0,2016,8
1127,Veracruz,73,73.0,2016,8
1128,Total,29721,26543.0,2016,8
1129,Region lagunera,235,214.0,2016,8
1130,Baja california,5579,4549.0,2016,9
1131,Coahuila,308,308.0,2016,9
1132,Chiapas,22,22.0,2016,9
1133,Chihuahua,90,90.0,2016,9
1134,Durango,235,214.0,2016,9
1135,Michoacan,947,947.0,2016,9
1136,Nuevo leon,19415,17933.0,2016,9
1137,Oaxaca,685,685.0,2016,9
1138,Puebla,112,112.0,2016,9
1139,San luis potosi,1,1.0,2016,9
1140,Tamaulipas,2253,2253.0,2016,9
1141,Veracruz,73,73.0,2016,9
1142,Total,29721,27188.0,2016,9
1143,Region lagunera,235,214.0,2016,9
1144,Baja california,5579,4549.0,2016,12
1145,Coahuila,308,308.0,2016,12
1146,Chiapas,22,22.0,2016,12
1147,Chihuahua,90,90.0,2016,12
1148,Durango,235,214.0,2016,12
1149,Michoacan,947,947.0,2016,12
1150,Nuevo leon,19415,17933.0,2016,12
1151,Oaxaca,685,685.0,2016,12
1152,Puebla,112,112.0,2016,12
1153,San luis potosi,1,1.0,2016,12
1154,Tamaulipas,2253,2253.0,2016,12
1155,Veracruz,73,73.0,2016,12
1156,Total,29721,27188.0,2016,12
1157,Region lagunera,235,214.0,2016,12
1158,Durango,670,645.0,2017,4
1159,Nuevo leon,17474,8664.0,2017,4
1160,Oaxaca,722,596.0,2017,4
1161,Puebla,113,113.0,2017,4
1162,Tamaulipas,6800,4200.0,2017,4
1163,Veracruz,72,19.0,2017,4
1164,Total,32843,14236.0,2017,4
1165,Chiapas,24,24.0,2017,5
1166,Durango,670,645.0,2017,5
1167,Michoacan,1008,993.0,2017,5
1168,Nuevo leon,17474,17474.0,2017,5
1169,Oaxaca,722,722.0,2017,5
1170,Puebla,113,113.0,2017,5
1171,Tamaulipas,6800,4200.0,2017,5
1172,Veracruz,72,58.0,2017,5
1173,Total,32843,24228.0,2017,5
1174,Baja california,5687,20.0,2017,6
1175,Chiapas,24,24.0,2017,6
1176,Durango,670,645.0,2017,6
1177,Michoacan,1008,1000.0,2017,6
1178,Nuevo leon,17474,17474.0,2017,6
1179,Oaxaca,722,722.0,2017,6
1180,Puebla,113,113.0,2017,6
1181,San luis potosi,1,1.0,2017,6
1182,Tamaulipas,6800,4200.0,2017,6
1183,Veracruz,72,69.0,2017,6
1184,Total,32843,24267.0,2017,6
1185,Baja california,5687,2482.0,2017,7
1186,Coahuila,273,273.0,2017,7
1187,Chiapas,24,24.0,2017,7
1188,Durango,670,645.0,2017,7
1189,Michoacan,1008,1004.0,2017,7
1190,Nuevo leon,17474,17474.0,2017,7
1191,Oaxaca,722,722.0,2017,7
1192,Puebla,113,113.0,2017,7
1193,San luis potosi,1,1.0,2017,7
1194,Tamaulipas,6800,4200.0,2017,7
1195,Veracruz,72,72.0,2017,7
1196,Total,32843,27009.0,2017,7
1197,Baja california,5687,3878.0,2017,8
1198,Coahuila,273,273.0,2017,8
1199,Chiapas,24,24.0,2017,8
1200,Durango,670,645.0,2017,8
1201,Michoacan,1008,1008.0,2017,8
1202,Nuevo leon,17474,17474.0,2017,8
1203,Oaxaca,722,722.0,2017,8
1204,Puebla,113,113.0,2017,8
1205,San luis potosi,1,1.0,2017,8
1206,Tamaulipas,6800,4200.0,2017,8
1207,Veracruz,72,72.0,2017,8
1208,Total,32843,28408.0,2017,8
1209,Baja california,5687,5687.0,2017,9
1210,Coahuila,273,273.0,2017,9
1211,Chiapas,24,24.0,2017,9
1212,Durango,670,645.0,2017,9
1213,Michoacan,1008,1008.0,2017,9
1214,Nuevo leon,17474,17474.0,2017,9
1215,Oaxaca,722,722.0,2017,9
1216,Puebla,113,113.0,2017,9
1217,San luis potosi,1,1.0,2017,9
1218,Tamaulipas,6800,4200.0,2017,9
1219,Veracruz,72,72.0,2017,9
1220,Total,32843,30218.0,2017,9
1221,Baja california,5687,5687.0,2017,12
1222,Coahuila,273,273.0,2017,12
1223,Chiapas,24,24.0,2017,12
1224,Durango,670,645.0,2017,12
1225,Michoacan,1008,1008.0,2017,12
1226,Nuevo leon,17474,17474.0,2017,12
1227,Oaxaca,722,722.0,2017,12
1228,Puebla,113,113.0,2017,12
1229,San luis potosi,1,1.0,2017,12
1230,Tamaulipas,6800,4200.0,2017,12
1231,Veracruz,72,72.0,2017,12
1232,Total,32843,30218.0,2017,12
1233,Durango,279,279.0,2018,4
1234,Michoacan,221,86.0,2018,4
1235,Nuevo leon,14405,13368.0,2018,4
1236,Oaxaca,714,580.0,2018,4
1237,Tamaulipas,387,375.0,2018,4
1238,Veracruz,76,21.0,2018,4
1239,Total,17180,14709.0,2018,4
1240,Chiapas,24,24.0,2018,5
1241,Chihuahua,55,55.0,2018,5
1242,Durango,279,279.0,2018,5
1243,Jalisco,12,12.0,2018,5
1244,Michoacan,221,212.0,2018,5
1245,Nuevo leon,14405,14394.0,2018,5
1246,Oaxaca,714,714.0,2018,5
1247,Puebla,34,34.0,2018,5
1248,Tamaulipas,387,375.0,2018,5
1249,Veracruz,76,22.0,2018,5
1250,Total,17180,16121.0,2018,5
1251,Coahuila,414,208.0,2018,6
1252,Chiapas,24,24.0,2018,6
1253,Chihuahua,55,55.0,2018,6
1254,Durango,279,279.0,2018,6
1255,Jalisco,12,12.0,2018,6
1256,Michoacan,221,216.0,2018,6
1257,Nuevo leon,14405,14404.0,2018,6
1258,Oaxaca,714,714.0,2018,6
1259,Puebla,34,34.0,2018,6
1260,Tamaulipas,387,375.0,2018,6
1261,Veracruz,76,55.0,2018,6
1262,Total,17180,16376.0,2018,6
1263,Coahuila,414,414.0,2018,7
1264,Chiapas,24,24.0,2018,7
1265,Chihuahua,55,55.0,2018,7
1266,Durango,279,279.0,2018,7
1267,Jalisco,12,12.0,2018,7
1268,Michoacan,221,216.0,2018,7
1269,Nuevo leon,14405,14404.0,2018,7
1270,Oaxaca,714,714.0,2018,7
1271,Puebla,34,34.0,2018,7
1272,Tamaulipas,387,375.0,2018,7
1273,Veracruz,76,69.0,2018,7
1274,Total,17180,16596.0,2018,7
1275,Coahuila,414,414.0,2018,8
1276,Chiapas,24,24.0,2018,8
1277,Chihuahua,55,55.0,2018,8
1278,Durango,279,279.0,2018,8
1279,Jalisco,12,12.0,2018,8
1280,Michoacan,221,221.0,2018,8
1281,Nuevo leon,14405,14404.0,2018,8
1282,Oaxaca,714,714.0,2018,8
1283,Puebla,34,34.0,2018,8
1284,Tamaulipas,387,375.0,2018,8
1285,Veracruz,76,73.0,2018,8
1286,Total,17180,16605.0,2018,8
1287,Coahuila,414,414.0,2018,9
1288,Chiapas,24,24.0,2018,9
1289,Chihuahua,55,55.0,2018,9
1290,Durango,279,279.0,2018,9
1291,Jalisco,12,12.0,2018,9
1292,Michoacan,221,221.0,2018,9
1293,Nuevo leon,14405,14404.0,2018,9
1294,Oaxaca,714,714.0,2018,9
1295,Puebla,34,34.0,2018,9
1296,Tamaulipas,387,375.0,2018,9
1297,Veracruz,76,76.0,2018,9
1298,Total,17180,16608.0,2018,9
1299,Coahuila,414,414.0,2018,12
1300,Chiapas,24,24.0,2018,12
1301,Chihuahua,55,55.0,2018,12
1302,Durango,279,279.0,2018,12
1303,Jalisco,12,12.0,2018,12
1304,Michoacan,221,221.0,2018,12
1305,Nuevo leon,14405,14404.0,2018,12
1306,Oaxaca,714,714.0,2018,12
1307,Puebla,34,34.0,2018,12
1308,Tamaulipas,387,375.0,2018,12
1309,Veracruz,76,76.0,2018,12
1310,Total,17180,16608.0,2018,12
1311,Durango,725,20.0,2019,2
1312,Total,23959,20.0,2019,2
1313,Durango,725,725.0,2019,3
1314,Nuevo leon,18304,1040.0,2019,3
1315,Total,25413,1765.0,2019,3
1316,Durango,725,725.0,2019,4
1317,Michoacan,123,71.0,2019,4
1318,Nuevo leon,18304,17060.0,2019,4
1319,Oaxaca,663,563.0,2019,4
1320,Tamaulipas,2060,2000.0,2019,4
1321,Total,25413,20419.0,2019,4
1322,Chiapas,22,22.0,2019,5
1323,Chihuahua,41,41.0,2019,5
1324,Durango,725,725.0,2019,5
1325,Jalisco,9,9.0,2019,5
1326,Michoacan,123,118.0,2019,5
1327,Nuevo leon,18304,17878.0,2019,5
1328,Oaxaca,663,663.0,2019,5
1329,Puebla,30,30.0,2019,5
1330,Tamaulipas,2060,2060.0,2019,5
1331,Total,25423,21547.0,2019,5
1332,Coahuila,407,211.0,2019,6
1333,Chiapas,22,22.0,2019,6
1334,Chihuahua,41,41.0,2019,6
1335,Durango,725,725.0,2019,6
1336,Jalisco,9,9.0,2019,6
1337,Michoacan,123,118.0,2019,6
1338,Nuevo leon,18304,17894.0,2019,6
1339,Oaxaca,663,663.0,2019,6
1340,Puebla,30,30.0,2019,6
1341,Tamaulipas,2060,2060.0,2019,6
1342,Veracruz,72,23.0,2019,6
1343,Total,25423,21797.0,2019,6
1344,Baja california,2967,1758.0,2019,7
1345,Coahuila,407,407.0,2019,7
1346,Chiapas,22,22.0,2019,7
1347,Chihuahua,41,41.0,2019,7
1348,Durango,725,725.0,2019,7
1349,Jalisco,9,9.0,2019,7
1350,Michoacan,123,121.0,2019,7
1351,Nuevo leon,18304,17894.0,2019,7
1352,Oaxaca,663,663.0,2019,7
1353,Puebla,30,30.0,2019,7
1354,Tamaulipas,2060,2060.0,2019,7
1355,Veracruz,72,57.0,2019,7
1356,Total,25423,23788.0,2019,7
1357,Baja california,2967,1763.0,2019,8
1358,Coahuila,407,407.0,2019,8
1359,Chiapas,22,22.0,2019,8
1360,Chihuahua,41,41.0,2019,8
1361,Durango,725,725.0,2019,8
1362,Jalisco,9,9.0,2019,8
1363,Michoacan,123,123.0,2019,8
1364,Nuevo leon,18304,17894.0,2019,8
1365,Oaxaca,663,663.0,2019,8
1366,Puebla,30,30.0,2019,8
1367,Tamaulipas,2060,2060.0,2019,8
1368,Veracruz,72,72.0,2019,8
1369,Total,25423,23809.0,2019,8
1370,Baja california,2967,2781.0,2019,9
1371,Coahuila,407,407.0,2019,9
1372,Chiapas,22,22.0,2019,9
1373,Chihuahua,41,41.0,2019,9
1374,Durango,725,725.0,2019,9
1375,Jalisco,9,9.0,2019,9
1376,Michoacan,123,123.0,2019,9
1377,Nuevo leon,18304,17894.0,2019,9
1378,Oaxaca,663,663.0,2019,9
1379,Puebla,30,30.0,2019,9
1380,Tamaulipas,2060,2060.0,2019,9
1381,Veracruz,72,72.0,2019,9
1382,Total,25423,24827.0,2019,9
1383,Baja california,2967,2781.0,2019,12
1384,Coahuila,407,407.0,2019,12
1385,Chiapas,22,22.0,2019,12
1386,Chihuahua,41,41.0,2019,12
1387,Durango,725,725.0,2019,12
1388,Jalisco,9,9.0,2019,12
1389,Michoacan,123,123.0,2019,12
1390,Nuevo leon,18304,17894.0,2019,12
1391,Oaxaca,663,663.0,2019,12
1392,Puebla,30,30.0,2019,12
1393,Tamaulipas,2060,2060.0,2019,12
1394,Veracruz,72,72.0,2019,12
1395,Total,25423,24827.0,2019,12
1396,Durango,731,36.0,2020,2
1397,Total,18696,36.0,2020,2
1398,Durango,750,711.0,2020,3
1399,Total,19971,711.0,2020,3
1400,Durango,750,711.0,2020,4
1401,Nuevo leon,9587,7679.0,2020,4
1402,Oaxaca,689,562.0,2020,4
1403,Tamaulipas,5860,56.0,2020,4
1404,Total,19971,9008.0,2020,4
1405,Chiapas,21,21.0,2020,5
1406,Chihuahua,58,58.0,2020,5
1407,Durango,750,730.0,2020,5
1408,Michoacan,10,9.0,2020,5
1409,Nuevo leon,9587,9009.0,2020,5
