,Estado,Sembrada_ha,Cosechada_ha,Año,Mes
679,Nayarit,34898,34898.0,2008,5
680,Oaxaca,2444,2420.0,2008,5
681,Quintana roo,3109,2560.0,2008,5
682,San luis potosi,1490,1490.0,2008,5
683,Sinaloa,7750,6297.0,2008,5
684,Tabasco,4807,3856.0,2008,5
685,Tamaulipas,527,482.0,2008,5
686,Veracruz,28673,24540.0,2008,5
687,Yucatan,601,547.0,2008,5
688,Total,137321,122778.0,2008,5
689,Campeche,3030,2955.0,2008,6
690,Chiapas,43414,37869.0,2008,6
691,Chihuahua,21,8.0,2008,6
692,Guerrero,95,95.0,2008,6
693,Hidalgo,4680,4680.0,2008,6
694,Jalisco,2059,2040.0,2008,6
695,Michoacan,58,50.0,2008,6
696,Nayarit,34898,34898.0,2008,6
697,Oaxaca,2444,2444.0,2008,6
698,Puebla,323,259.0,2008,6
699,Quintana roo,3109,2570.0,2008,6
700,San luis potosi,1490,1490.0,2008,6
701,Sinaloa,7750,6297.0,2008,6
702,Tabasco,4807,4058.0,2008,6
703,Tamaulipas,527,482.0,2008,6
704,Veracruz,28673,26546.0,2008,6
705,Yucatan,601,547.0,2008,6
706,Total,137996,127288.0,2008,6
707,Campeche,3030,2955.0,2008,7
708,Chiapas,43414,41196.0,2008,7
709,Chihuahua,21,8.0,2008,7
710,Guerrero,95,95.0,2008,7
711,Hidalgo,4680,4680.0,2008,7
712,Jalisco,2059,2055.0,2008,7
713,Michoacan,58,58.0,2008,7
714,Nayarit,34898,34898.0,2008,7
715,Oaxaca,2444,2444.0,2008,7
716,Puebla,323,323.0,2008,7
717,Quintana roo,3109,3109.0,2008,7
718,San luis potosi,1490,1490.0,2008,7
719,Sinaloa,7750,7617.0,2008,7
720,Tabasco,4807,4559.0,2008,7
721,Tamaulipas,527,487.0,2008,7
722,Veracruz,28673,27707.0,2008,7
723,Yucatan,601,547.0,2008,7
724,Total,137996,134228.0,2008,7
725,Campeche,3030,2955.0,2008,8
726,Chiapas,43414,41749.0,2008,8
727,Chihuahua,21,8.0,2008,8
728,Guerrero,95,95.0,2008,8
729,Hidalgo,4680,4680.0,2008,8
730,Jalisco,2059,2055.0,2008,8
731,Michoacan,58,58.0,2008,8
732,Nayarit,34898,34898.0,2008,8
733,Oaxaca,2444,2444.0,2008,8
734,Puebla,323,323.0,2008,8
735,Quintana roo,3109,3109.0,2008,8
736,San luis potosi,1490,1490.0,2008,8
737,Sinaloa,7750,7617.0,2008,8
738,Tabasco,4807,4559.0,2008,8
739,Tamaulipas,527,507.0,2008,8
740,Veracruz,28673,27872.0,2008,8
741,Yucatan,601,547.0,2008,8
742,Total,137996,134966.0,2008,8
743,Campeche,3030,2955.0,2008,9
744,Chiapas,43414,41749.0,2008,9
745,Chihuahua,21,8.0,2008,9
746,Guerrero,95,95.0,2008,9
747,Hidalgo,4680,4680.0,2008,9
748,Jalisco,2059,2055.0,2008,9
749,Michoacan,58,58.0,2008,9
750,Nayarit,34898,34898.0,2008,9
751,Oaxaca,2444,2444.0,2008,9
752,Puebla,323,323.0,2008,9
753,Quintana roo,3109,3109.0,2008,9
754,San luis potosi,1490,1490.0,2008,9
755,Sinaloa,7750,7617.0,2008,9
756,Tabasco,4807,4559.0,2008,9
757,Tamaulipas,527,507.0,2008,9
758,Veracruz,28673,27932.0,2008,9
759,Yucatan,601,547.0,2008,9
760,Total,137996,135026.0,2008,9
761,Campeche,3030,2955.0,2008,12
762,Chiapas,43414,41749.0,2008,12
763,Chihuahua,21,8.0,2008,12
764,Guerrero,95,95.0,2008,12
765,Hidalgo,4680,4680.0,2008,12
766,Jalisco,2059,2055.0,2008,12
767,Michoacan,58,58.0,2008,12
768,Nayarit,34898,34898.0,2008,12
769,Oaxaca,2444,2444.0,2008,12
770,Puebla,323,323.0,2008,12
771,Quintana roo,3109,3109.0,2008,12
772,San luis potosi,1490,1490.0,2008,12
773,Sinaloa,7750,7617.0,2008,12
774,Tabasco,4807,4559.0,2008,12
775,Tamaulipas,527,507.0,2008,12
776,Veracruz,28673,27932.0,2008,12
777,Yucatan,601,547.0,2008,12
778,Total,137996,135026.0,2008,12
779,Chiapas,42797,1482.0,2009,1
780,Hidalgo,4392,4171.0,2009,1
781,Nayarit,33441,2362.0,2009,1
782,Quintana roo,3166,875.0,2009,1
783,Sinaloa,4096,16.0,2009,1
784,Veracruz,16838,3826.0,2009,1
785,Yucatan,320,250.0,2009,1
786,Total,117718,12982.0,2009,1
787,Chiapas,43353,3499.0,2009,2
788,Hidalgo,4839,4171.0,2009,2
789,Jalisco,1818,350.0,2009,2
790,Nayarit,33443,26363.0,2009,2
791,Oaxaca,2417,470.0,2009,2
792,Quintana roo,3232,1250.0,2009,2
793,San luis potosi,1704,305.0,2009,2
794,Sinaloa,4097,1698.0,2009,2
795,Tabasco,3984,950.0,2009,2
796,Tamaulipas,476,200.0,2009,2
797,Veracruz,32731,6452.0,2009,2
798,Yucatan,320,318.0,2009,2
799,Total,135647,46027.0,2009,2
800,Campeche,2682,1239.0,2009,3
801,Chiapas,44523,17281.0,2009,3
802,Guerrero,95,53.0,2009,3
803,Hidalgo,4839,4171.0,2009,3
804,Jalisco,1818,550.0,2009,3
805,Nayarit,33443,27613.0,2009,3
806,Oaxaca,2432,1197.0,2009,3
807,Quintana roo,3240,2004.0,2009,3
808,San luis potosi,1749,305.0,2009,3
809,Sinaloa,5314,4576.0,2009,3
810,Tabasco,3992,2094.0,2009,3
811,Tamaulipas,585,450.0,2009,3
812,Veracruz,29731,7137.0,2009,3
813,Yucatan,320,318.0,2009,3
814,Total,135234,68988.0,2009,3
815,Campeche,2722,2007.0,2009,4
816,Chiapas,44523,31882.0,2009,4
817,Guerrero,95,95.0,2009,4
818,Hidalgo,4839,4171.0,2009,4
819,Jalisco,2031,1120.0,2009,4
820,Michoacan,70,65.0,2009,4
821,Nayarit,33443,33443.0,2009,4
822,Oaxaca,2465,1807.0,2009,4
823,Quintana roo,3240,2290.0,2009,4
824,San luis potosi,1749,1749.0,2009,4
825,Sinaloa,5845,5119.0,2009,4
826,Tabasco,3992,3420.0,2009,4
827,Tamaulipas,585,541.0,2009,4
828,Veracruz,29731,16560.0,2009,4
829,Yucatan,320,318.0,2009,4
830,Total,136051,104588.0,2009,4
831,Campeche,2722,2167.0,2009,5
832,Chiapas,44583,37352.0,2009,5
833,Guerrero,95,95.0,2009,5
834,Hidalgo,4839,4624.0,2009,5
835,Jalisco,2031,1778.0,2009,5
836,Michoacan,70,65.0,2009,5
837,Nayarit,33443,33443.0,2009,5
838,Oaxaca,2465,2258.0,2009,5
839,Queretaro,15,15.0,2009,5
840,Quintana roo,3240,2982.0,2009,5
841,San luis potosi,1749,1749.0,2009,5
842,Sinaloa,6095,5119.0,2009,5
843,Tabasco,4138,3928.0,2009,5
844,Tamaulipas,585,551.0,2009,5
845,Veracruz,29881,19352.0,2009,5
846,Yucatan,320,318.0,2009,5
847,Total,136657,115795.0,2009,5
848,Campeche,2722,2177.0,2009,6
849,Chiapas,44583,38452.0,2009,6
850,Guerrero,95,95.0,2009,6
851,Hidalgo,4839,4839.0,2009,6
852,Jalisco,2031,2021.0,2009,6
853,Michoacan,70,67.0,2009,6
854,Nayarit,33443,33443.0,2009,6
855,Oaxaca,2465,2465.0,2009,6
856,Puebla,361,169.0,2009,6
857,Queretaro,15,15.0,2009,6
858,Quintana roo,3240,3234.0,2009,6
859,San luis potosi,1749,1749.0,2009,6
860,Sinaloa,6095,5119.0,2009,6
861,Tabasco,4138,3928.0,2009,6
862,Tamaulipas,585,551.0,2009,6
863,Veracruz,29881,21262.0,2009,6
864,Yucatan,318,318.0,2009,6
865,Total,136655,119904.0,2009,6
866,Campeche,2722,2177.0,2009,7
867,Chiapas,44583,41672.0,2009,7
868,Guerrero,95,95.0,2009,7
869,Hidalgo,4839,4839.0,2009,7
870,Jalisco,2031,2021.0,2009,7
871,Michoacan,70,67.0,2009,7
872,Nayarit,33443,33443.0,2009,7
873,Oaxaca,2465,2465.0,2009,7
874,Puebla,361,361.0,2009,7
875,Queretaro,15,15.0,2009,7
876,Quintana roo,3240,3234.0,2009,7
877,San luis potosi,1749,1749.0,2009,7
878,Sinaloa,6095,5369.0,2009,7
879,Tabasco,4138,3928.0,2009,7
880,Tamaulipas,585,552.0,2009,7
881,Veracruz,29881,21502.0,2009,7
882,Yucatan,318,318.0,2009,7
883,Total,136655,123808.0,2009,7
884,Campeche,2722,2177.0,2009,8
885,Chiapas,44583,42635.0,2009,8
886,Guerrero,95,95.0,2009,8
887,Hidalgo,4839,4839.0,2009,8
888,Jalisco,2031,2021.0,2009,8
889,Michoacan,70,67.0,2009,8
890,Nayarit,33443,33443.0,2009,8
891,Oaxaca,2465,2465.0,2009,8
892,Puebla,361,361.0,2009,8
893,Queretaro,15,15.0,2009,8
894,Quintana roo,3240,3234.0,2009,8
895,San luis potosi,1749,1749.0,2009,8
896,Sinaloa,6095,5369.0,2009,8
897,Tabasco,4138,3928.0,2009,8
898,Tamaulipas,585,552.0,2009,8
899,Veracruz,29881,21502.0,2009,8
900,Yucatan,318,318.0,2009,8
901,Total,136655,124771.0,2009,8
902,Campeche,2722,2677.0,2009,9
903,Chiapas,44583,44503.0,2009,9
904,Guerrero,95,95.0,2009,9
905,Hidalgo,4839,4839.0,2009,9
906,Jalisco,2031,2021.0,2009,9
907,Michoacan,70,70.0,2009,9
908,Nayarit,33443,33443.0,2009,9
909,Oaxaca,2465,2465.0,2009,9
910,Puebla,361,361.0,2009,9
911,Queretaro,15,15.0,2009,9
912,Quintana roo,3240,3234.0,2009,9
913,San luis potosi,1749,1749.0,2009,9
914,Sinaloa,6095,5369.0,2009,9
915,Tabasco,4138,3928.0,2009,9
916,Tamaulipas,585,552.0,2009,9
917,Veracruz,29881,29801.0,2009,9
918,Yucatan,318,318.0,2009,9
919,Total,136655,135441.0,2009,9
920,Campeche,2722,2677.0,2009,12
921,Chiapas,44583,44503.0,2009,12
922,Guerrero,95,95.0,2009,12
923,Hidalgo,4839,4839.0,2009,12
924,Jalisco,2031,2021.0,2009,12
925,Michoacan,70,70.0,2009,12
926,Nayarit,33443,33443.0,2009,12
927,Oaxaca,2465,2465.0,2009,12
928,Puebla,361,361.0,2009,12
929,Queretaro,15,15.0,2009,12
930,Quintana roo,3240,3234.0,2009,12
931,San luis potosi,1749,1749.0,2009,12
932,Sinaloa,6095,5369.0,2009,12
933,Tabasco,4138,3928.0,2009,12
934,Tamaulipas,585,552.0,2009,12
935,Veracruz,29881,29801.0,2009,12
936,Yucatan,318,318.0,2009,12
937,Total,136655,135441.0,2009,12
938,Chiapas,43279,1760.0,2010,1
939,Hidalgo,4211,3011.0,2010,1
940,Nayarit,40381,2203.0,2010,1
941,Oaxaca,2530,20.0,2010,1
942,Quintana roo,2853,5.0,2010,1
943,San luis potosi,5864,2870.0,2010,1
944,Tamaulipas,606,36.0,2010,1
945,Veracruz,22342,2069.0,2010,1
946,Yucatan,288,84.0,2010,1
947,Total,134305,12058.0,2010,1
948,Campeche,2560,1492.0,2010,2
949,Chiapas,44479,7510.0,2010,2
950,Hidalgo,4694,3749.0,2010,2
951,Nayarit,40381,28564.0,2010,2
952,Oaxaca,2667,999.0,2010,2
953,Puebla,377,43.0,2010,2
954,Quintana roo,2859,1770.0,2010,2
955,San luis potosi,6398,2870.0,2010,2
956,Sinaloa,3308,1780.0,2010,2
957,Sonora,95,85.0,2010,2
958,Tabasco,4616,1406.0,2010,2
959,Tamaulipas,656,36.0,2010,2
960,Veracruz,23275,6443.0,2010,2
961,Yucatan,531,429.0,2010,2
962,Total,138986,57176.0,2010,2
963,Campeche,2560,1520.0,2010,3
964,Chiapas,44479,19403.0,2010,3
965,Guerrero,95,34.0,2010,3
966,Hidalgo,4719,4076.0,2010,3
967,Jalisco,1929,50.0,2010,3
968,Nayarit,40381,36429.0,2010,3
969,Oaxaca,2667,1423.0,2010,3
970,Puebla,380,43.0,2010,3
971,Quintana roo,2863,2737.0,2010,3
972,San luis potosi,6449,3766.0,2010,3
973,Sinaloa,3358,2997.0,2010,3
974,Sonora,95,95.0,2010,3
975,Tabasco,4665,2156.0,2010,3
976,Tamaulipas,973,116.0,2010,3
977,Veracruz,23348,10129.0,2010,3
978,Yucatan,531,459.0,2010,3
979,Total,139648,85432.0,2010,3
980,Campeche,2560,2320.0,2010,4
981,Chiapas,44479,31997.0,2010,4
982,Guerrero,95,95.0,2010,4
983,Hidalgo,4719,4076.0,2010,4
984,Jalisco,1929,1813.0,2010,4
985,Michoacan,65,48.0,2010,4
986,Nayarit,40381,36429.0,2010,4
987,Oaxaca,2667,1798.0,2010,4
988,Puebla,380,43.0,2010,4
989,Quintana roo,2863,2796.0,2010,4
990,San luis potosi,6449,4313.0,2010,4
991,Sinaloa,3358,3230.0,2010,4
992,Sonora,95,95.0,2010,4
993,Tabasco,4670,3716.0,2010,4
994,Tamaulipas,973,568.0,2010,4
995,Veracruz,23413,16926.0,2010,4
996,Yucatan,531,459.0,2010,4
997,Total,139654,110722.0,2010,4
998,Campeche,2560,2419.0,2010,5
999,Chiapas,44479,37412.0,2010,5
1000,Chihuahua,26,26.0,2010,5
1001,Guerrero,95,95.0,2010,5
1002,Hidalgo,4719,4341.0,2010,5
1003,Jalisco,1929,1823.0,2010,5
1004,Michoacan,65,65.0,2010,5
1005,Nayarit,40381,37389.0,2010,5
1006,Oaxaca,2667,2479.0,2010,5
1007,Puebla,380,47.0,2010,5
1008,Quintana roo,2863,2849.0,2010,5
1009,San luis potosi,6449,5154.0,2010,5
1010,Sinaloa,3358,3358.0,2010,5
1011,Sonora,95,95.0,2010,5
1012,Tabasco,4770,4538.0,2010,5
1013,Tamaulipas,973,606.0,2010,5
1014,Veracruz,23413,21539.0,2010,5
1015,Yucatan,531,459.0,2010,5
1016,Total,139754,124694.0,2010,5
1017,Campeche,2560,2424.0,2010,6
1018,Chiapas,44709,39675.0,2010,6
1019,Chihuahua,26,26.0,2010,6
1020,Guerrero,95,95.0,2010,6
1021,Hidalgo,4719,4539.0,2010,6
1022,Jalisco,1929,1889.0,2010,6
1023,Michoacan,65,65.0,2010,6
1024,Nayarit,40381,36543.0,2010,6
1025,Oaxaca,2667,2502.0,2010,6
1026,Puebla,380,47.0,2010,6
1027,Quintana roo,2863,2857.0,2010,6
1028,San luis potosi,6449,5154.0,2010,6
1029,Sinaloa,3358,3358.0,2010,6
1030,Sonora,95,95.0,2010,6
1031,Tabasco,4770,4678.0,2010,6
1032,Tamaulipas,973,606.0,2010,6
1033,Veracruz,23413,22030.0,2010,6
1034,Yucatan,531,467.0,2010,6
1035,Total,139984,127051.0,2010,6
1036,Campeche,2560,2424.0,2010,7
1037,Chiapas,44709,43388.0,2010,7
1038,Chihuahua,26,26.0,2010,7
1039,Guerrero,95,95.0,2010,7
1040,Hidalgo,4719,4719.0,2010,7
1041,Jalisco,1929,1889.0,2010,7
1042,Michoacan,65,65.0,2010,7
1043,Nayarit,40381,36543.0,2010,7
1044,Oaxaca,2667,2502.0,2010,7
1045,Puebla,380,107.0,2010,7
1046,Quintana roo,2863,2857.0,2010,7
1047,San luis potosi,6449,5154.0,2010,7
1048,Sinaloa,3358,3358.0,2010,7
1049,Sonora,121,121.0,2010,7
1050,Tabasco,4770,4678.0,2010,7
1051,Tamaulipas,973,606.0,2010,7
1052,Veracruz,23413,22065.0,2010,7
1053,Yucatan,531,467.0,2010,7
1054,Total,140010,131065.0,2010,7
1055,Campeche,2560,2504.0,2010,8
1056,Chiapas,44709,44662.0,2010,8
1057,Chihuahua,26,26.0,2010,8
1058,Guerrero,95,95.0,2010,8
1059,Hidalgo,4719,4719.0,2010,8
1060,Jalisco,1929,1889.0,2010,8
1061,Michoacan,65,65.0,2010,8
1062,Nayarit,40381,36543.0,2010,8
1063,Oaxaca,2667,2502.0,2010,8
1064,Puebla,380,363.0,2010,8
1065,Quintana roo,2863,2857.0,2010,8
1066,San luis potosi,6449,5154.0,2010,8
1067,Sinaloa,3358,3358.0,2010,8
1068,Sonora,121,121.0,2010,8
1069,Tabasco,4770,4678.0,2010,8
1070,Tamaulipas,973,973.0,2010,8
1071,Veracruz,23413,22145.0,2010,8
1072,Yucatan,782,718.0,2010,8
1073,Total,140261,133373.0,2010,8
1074,Campeche,2560,2504.0,2010,9
1075,Chiapas,44709,44662.0,2010,9
1076,Chihuahua,26,26.0,2010,9
1077,Guerrero,95,95.0,2010,9
1078,Hidalgo,4719,4719.0,2010,9
1079,Jalisco,1929,1889.0,2010,9
1080,Michoacan,65,65.0,2010,9
1081,Nayarit,40381,36543.0,2010,9
1082,Oaxaca,2667,2502.0,2010,9
1083,Puebla,380,366.0,2010,9
1084,Quintana roo,2863,2857.0,2010,9
1085,San luis potosi,6449,5154.0,2010,9
1086,Sinaloa,3358,3358.0,2010,9
1087,Sonora,147,121.0,2010,9
1088,Tabasco,4770,4678.0,2010,9
1089,Tamaulipas,973,973.0,2010,9
1090,Veracruz,23413,22145.0,2010,9
1091,Yucatan,782,718.0,2010,9
1092,Total,140287,133376.0,2010,9
1093,Campeche,2560,2504.0,2010,12
1094,Chiapas,44709,44662.0,2010,12
1095,Chihuahua,26,26.0,2010,12
1096,Guerrero,95,95.0,2010,12
1097,Hidalgo,4719,4719.0,2010,12
1098,Jalisco,1929,1889.0,2010,12
1099,Michoacan,65,65.0,2010,12
1100,Nayarit,40381,36543.0,2010,12
1101,Oaxaca,2667,2502.0,2010,12
1102,Puebla,380,366.0,2010,12
1103,Quintana roo,2863,2857.0,2010,12
1104,San luis potosi,6449,5154.0,2010,12
1105,Sinaloa,3358,3358.0,2010,12
1106,Sonora,147,121.0,2010,12
1107,Tabasco,4770,4678.0,2010,12
1108,Tamaulipas,973,973.0,2010,12
1109,Veracruz,23413,22145.0,2010,12
1110,Yucatan,782,718.0,2010,12
1111,Total,140287,133376.0,2010,12
1112,Chiapas,42290,1833.0,2011,1
1113,Hidalgo,3894,3160.0,2011,1
1114,Nayarit,39405,569.0,2011,1
1115,Oaxaca,2633,437.0,2011,1
1116,Quintana roo,3402,464.0,2011,1
1117,San luis potosi,4923,1610.0,2011,1
1118,Veracruz,17478,17.0,2011,1
1119,Yucatan,280,176.0,2011,1
1120,Total,127420,8266.0,2011,1
1121,Campeche,2412,175.0,2011,2
1122,Chiapas,43329,10100.0,2011,2
1123,Hidalgo,4262,3674.0,2011,2
1124,Nayarit,39405,15531.0,2011,2
1125,Oaxaca,2653,1017.0,2011,2
1126,Quintana roo,3542,1843.0,2011,2
1127,San luis potosi,5266,1610.0,2011,2
1128,Sinaloa,4101,23.0,2011,2
1129,Tabasco,4861,746.0,2011,2
1130,Veracruz,21044,2562.0,2011,2
1131,Yucatan,280,254.0,2011,2
1132,Total,134166,37536.0,2011,2
1133,Campeche,2927,735.0,2011,3
1134,Chiapas,43309,23780.0,2011,3
1135,Guerrero,95,44.0,2011,3
1136,Hidalgo,4334,3754.0,2011,3
1137,Jalisco,1988,85.0,2011,3
1138,Nayarit,39425,39422.0,2011,3
1139,Oaxaca,2653,1750.0,2011,3
1140,Quintana roo,3542,3078.0,2011,3
1141,San luis potosi,5280,2444.0,2011,3
1142,Sinaloa,3446,23.0,2011,3
1143,Tabasco,5111,3309.0,2011,3
1144,Tamaulipas,449,250.0,2011,3
1145,Veracruz,21316,6632.0,2011,3
1146,Yucatan,280,254.0,2011,3
1147,Total,134639,85560.0,2011,3
1148,Campeche,2927,1921.0,2011,4
1149,Chiapas,43309,40696.0,2011,4
1150,Guerrero,95,95.0,2011,4
1151,Hidalgo,4334,3754.0,2011,4
1152,Jalisco,1988,1834.0,2011,4
1153,Nayarit,39425,39248.0,2011,4
1154,Oaxaca,2653,2505.0,2011,4
1155,Quintana roo,3542,3103.0,2011,4
1156,San luis potosi,5280,3787.0,2011,4
1157,Sinaloa,3446,1078.0,2011,4
1158,Tabasco,5111,4751.0,2011,4
1159,Tamaulipas,449,250.0,2011,4
1160,Veracruz,21360,14813.0,2011,4
1161,Yucatan,280,254.0,2011,4
1162,Total,134703,118088.0,2011,4
1163,Campeche,2927,2826.0,2011,5
1164,Chiapas,43309,42474.0,2011,5
1165,Guerrero,95,95.0,2011,5
1166,Hidalgo,4334,3754.0,2011,5
1167,Jalisco,1988,1988.0,2011,5
1168,Michoacan,93,60.0,2011,5
1169,Nayarit,39425,39248.0,2011,5
1170,Oaxaca,2653,2630.0,2011,5
1171,Puebla,347,43.0,2011,5
1172,Quintana roo,3542,3103.0,2011,5
1173,San luis potosi,5280,3787.0,2011,5
1174,Sinaloa,3446,1078.0,2011,5
1175,Sonora,35,4.0,2011,5
1176,Tabasco,5111,5100.0,2011,5
1177,Tamaulipas,449,308.0,2011,5
1178,Veracruz,21360,19562.0,2011,5
1179,Yucatan,280,254.0,2011,5
1180,Total,134674,126314.0,2011,5
1181,Campeche,2927,2876.0,2011,6
1182,Chiapas,43309,43309.0,2011,6
1183,Guerrero,95,95.0,2011,6
1184,Hidalgo,4334,4124.0,2011,6
1185,Jalisco,1988,1988.0,2011,6
1186,Michoacan,93,60.0,2011,6
1187,Nayarit,39425,39248.0,2011,6
1188,Oaxaca,2653,2653.0,2011,6
1189,Puebla,347,279.0,2011,6
1190,Quintana roo,3542,3103.0,2011,6
1191,San luis potosi,5280,3787.0,2011,6
1192,Sinaloa,3446,1078.0,2011,6
1193,Sonora,35,4.0,2011,6
1194,Tabasco,5111,5111.0,2011,6
1195,Tamaulipas,449,308.0,2011,6
1196,Veracruz,21792,19984.0,2011,6
1197,Yucatan,280,278.0,2011,6
1198,Total,135106,128286.0,2011,6
1199,Campeche,2927,2876.0,2011,7
1200,Chiapas,43309,43309.0,2011,7
1201,Guerrero,95,95.0,2011,7
1202,Hidalgo,4334,4334.0,2011,7
1203,Jalisco,1988,1988.0,2011,7
1204,Michoacan,93,60.0,2011,7
1205,Nayarit,39425,39248.0,2011,7
1206,Oaxaca,2653,2653.0,2011,7
1207,Puebla,347,347.0,2011,7
1208,Quintana roo,3542,3103.0,2011,7
1209,San luis potosi,5280,3787.0,2011,7
1210,Sinaloa,3446,1078.0,2011,7
1211,Sonora,35,16.0,2011,7
1212,Tabasco,5111,5111.0,2011,7
1213,Tamaulipas,449,308.0,2011,7
1214,Veracruz,21792,19984.0,2011,7
1215,Yucatan,280,278.0,2011,7
1216,Total,135106,128575.0,2011,7
1217,Campeche,2927,2876.0,2011,8
1218,Chiapas,43309,43309.0,2011,8
1219,Guerrero,95,95.0,2011,8
1220,Hidalgo,4334,4334.0,2011,8
1221,Jalisco,1988,1988.0,2011,8
1222,Michoacan,93,60.0,2011,8
1223,Nayarit,39425,39248.0,2011,8
1224,Oaxaca,2653,2653.0,2011,8
1225,Puebla,347,347.0,2011,8
1226,Quintana roo,3542,3103.0,2011,8
1227,San luis potosi,5280,3787.0,2011,8
1228,Sinaloa,3446,1078.0,2011,8
1229,Sonora,35,16.0,2011,8
1230,Tabasco,5111,5111.0,2011,8
1231,Tamaulipas,449,308.0,2011,8
1232,Veracruz,21792,21191.0,2011,8
1233,Yucatan,280,278.0,2011,8
1234,Total,135106,129782.0,2011,8
1235,Campeche,2927,2876.0,2011,9
1236,Chiapas,43309,43309.0,2011,9
1237,Guerrero,95,95.0,2011,9
1238,Hidalgo,4334,4334.0,2011,9
1239,Jalisco,1988,1988.0,2011,9
1240,Michoacan,93,60.0,2011,9
1241,Nayarit,39425,39248.0,2011,9
1242,Oaxaca,2653,2653.0,2011,9
1243,Puebla,347,347.0,2011,9
1244,Quintana roo,3542,3103.0,2011,9
1245,San luis potosi,5280,3787.0,2011,9
1246,Sinaloa,3446,1078.0,2011,9
1247,Sonora,35,16.0,2011,9
1248,Tabasco,5111,5111.0,2011,9
1249,Tamaulipas,449,308.0,2011,9
1250,Veracruz,21792,21197.0,2011,9
1251,Yucatan,280,278.0,2011,9
1252,Total,135106,129788.0,2011,9
1253,Campeche,2927,2876.0,2011,12
1254,Chiapas,43309,43309.0,2011,12
1255,Guerrero,95,95.0,2011,12
1256,Hidalgo,4334,4334.0,2011,12
1257,Jalisco,1988,1988.0,2011,12
1258,Michoacan,93,60.0,2011,12
1259,Nayarit,39425,39248.0,2011,12
1260,Oaxaca,2653,2653.0,2011,12
1261,Puebla,347,347.0,2011,12
1262,Quintana roo,3542,3103.0,2011,12
1263,San luis potosi,5280,3787.0,2011,12
1264,Sinaloa,3446,1078.0,2011,12
1265,Sonora,35,16.0,2011,12
1266,Tabasco,5111,5111.0,2011,12
1267,Tamaulipas,449,308.0,2011,12
1268,Veracruz,21792,21197.0,2011,12
1269,Yucatan,280,278.0,2011,12
1270,Total,135106,129788.0,2011,12
1271,Campeche,2489,480.0,2012,1
1272,Chiapas,40877,1418.0,2012,1
1273,Hidalgo,3910,3104.0,2012,1
1274,Quintana roo,2944,641.0,2012,1
1275,Veracruz,17969,528.0,2012,1
1276,Yucatan,468,216.0,2012,1
1277,Total,117288,6387.0,2012,1
1278,Campeche,2504,585.0,2012,2
1279,Chiapas,40741,5218.0,2012,2
1280,Hidalgo,4217,3636.0,2012,2
1281,Jalisco,2077,590.0,2012,2
1282,Michoacan,63,41.0,2012,2
1283,Nayarit,34738,26208.0,2012,2
1284,Oaxaca,2956,972.0,2012,2
1285,Quintana roo,3039,876.0,2012,2
1286,San luis potosi,2389,930.0,2012,2
1287,Sinaloa,2462,838.0,2012,2
1288,Tabasco,4594,497.0,2012,2
1289,Veracruz,18589,2084.0,2012,2
1290,Yucatan,468,404.0,2012,2
1291,Total,119247,42879.0,2012,2
1292,Campeche,2504,2220.0,2012,3
1293,Chiapas,41228,14671.0,2012,3
1294,Guerrero,34,28.0,2012,3
1295,Hidalgo,4217,3709.0,2012,3
1296,Jalisco,2077,1670.0,2012,3
1297,Michoacan,63,52.0,2012,3
1298,Nayarit,34738,34684.0,2012,3
1299,Oaxaca,2956,2104.0,2012,3
1300,Quintana roo,3203,2477.0,2012,3
1301,San luis potosi,2389,930.0,2012,3
1302,Sinaloa,2573,2409.0,2012,3
1303,Tabasco,4733,1979.0,2012,3
1304,Veracruz,19434,4852.0,2012,3
1305,Yucatan,469,469.0,2012,3
1306,Total,121497,72253.0,2012,3
1307,Campeche,2504,2319.0,2012,4
1308,Chiapas,41228,30036.0,2012,4
1309,Guerrero,89,89.0,2012,4
1310,Hidalgo,4217,3709.0,2012,4
1311,Jalisco,2077,2042.0,2012,4
1312,Michoacan,63,63.0,2012,4
1313,Nayarit,34738,34684.0,2012,4
1314,Oaxaca,2956,2724.0,2012,4
1315,Quintana roo,3203,2761.0,2012,4
1316,San luis potosi,2389,2374.0,2012,4
1317,Sinaloa,2573,2424.0,2012,4
1318,Tabasco,4661,3744.0,2012,4
1319,Veracruz,19434,9747.0,2012,4
1320,Yucatan,469,469.0,2012,4
1321,Total,121480,97186.0,2012,4
1322,Campeche,2504,2321.0,2012,5
1323,Chiapas,44758,40191.0,2012,5
1324,Chihuahua,26,8.0,2012,5
1325,Guerrero,89,89.0,2012,5
1326,Hidalgo,4217,4004.0,2012,5
1327,Jalisco,2077,2077.0,2012,5
1328,Michoacan,63,63.0,2012,5
1329,Nayarit,34738,34684.0,2012,5
1330,Oaxaca,2956,2830.0,2012,5
1331,Quintana roo,3203,3172.0,2012,5
1332,San luis potosi,2389,2389.0,2012,5
1333,Sinaloa,2573,2424.0,2012,5
1334,Tabasco,4661,4344.0,2012,5
1335,Tamaulipas,464,275.0,2012,5
1336,Veracruz,19434,18431.0,2012,5
1337,Yucatan,469,469.0,2012,5
1338,Total,125010,117772.0,2012,5
1339,Campeche,2504,2321.0,2012,6
1340,Chiapas,44758,42508.0,2012,6
1341,Chihuahua,26,8.0,2012,6
1342,Guerrero,89,89.0,2012,6
1343,Hidalgo,4217,4037.0,2012,6
